hour,minute,Mean_date,Mean_depth,Mean_salinity,Mean_temp
10,55,2021-01-15T10:55:25Z,0.26166666666666666,33.674608453333335,29.405
10,56,2021-01-15T10:56:25Z,0.2713333333333333,33.58628331333333,29.408333333333335
10,57,2021-01-15T10:57:25Z,0.24133333333333334,33.55496438,29.381666666666668
10,58,2021-01-15T10:58:25Z,0.24066666666666667,33.52124426333333,29.406666666666666
10,59,2021-01-15T10:59:25Z,0.2615,33.425877175,29.435000000000002
11,0,2021-01-15T11:00:25Z,0.247,33.47813124333334,29.403333333333336
11,1,2021-01-15T11:01:25Z,0.24133333333333334,33.459208751666665,29.381666666666668
11,2,2021-01-15T11:02:25Z,0.26916666666666667,33.490971701666666,29.385
11,3,2021-01-15T11:03:25Z,0.26483333333333337,33.60584350166667,29.328333333333333
11,4,2021-01-15T11:04:25Z,0.24666666666666667,33.609134561666664,29.259999999999998
11,5,2021-01-15T11:05:25Z,0.25616666666666665,33.57991964666667,29.236666666666665
11,6,2021-01-15T11:06:25Z,0.2991666666666667,33.596236346666664,29.224999999999998
11,7,2021-01-15T11:07:25Z,0.28883333333333333,33.596740589999996,29.193333333333335
11,8,2021-01-15T11:08:25Z,0.28,33.62113693,29.161666666666665
11,9,2021-01-15T11:09:25Z,0.2755,33.637611891666666,29.136666666666667
11,10,2021-01-15T11:10:25Z,0.2665,33.68335021833333,29.113333333333333
11,11,2021-01-15T11:11:25Z,0.2693333333333333,33.724620353333336,29.093333333333334
11,12,2021-01-15T11:12:25Z,0.248,33.755793555,29.09166666666667
11,13,2021-01-15T11:13:25Z,0.261,33.76550605833333,29.083333333333332
11,14,2021-01-15T11:14:25Z,0.25833333333333336,33.80253433666667,29.053333333333335
11,15,2021-01-15T11:15:25Z,0.27016666666666667,33.788123088333336,29.056666666666665
11,16,2021-01-15T11:16:25Z,0.2535,33.80429649166667,29.04
11,17,2021-01-15T11:17:25Z,0.24333333333333332,33.811032356666665,29.03666666666667
11,18,2021-01-15T11:18:25Z,0.26166666666666666,33.83009393666667,29.016666666666666
11,19,2021-01-15T11:19:25Z,0.25566666666666665,33.84539934,28.985
11,20,2021-01-15T11:20:25Z,0.25816666666666666,33.83949257,28.983333333333334
11,21,2021-01-15T11:21:25Z,0.2685,33.848427975,29.011666666666667
11,22,2021-01-15T11:22:25Z,0.27166666666666667,33.83695332833333,28.99
11,23,2021-01-15T11:23:25Z,0.2841666666666667,33.85168350166667,28.97
11,24,2021-01-15T11:24:25Z,0.25966666666666666,33.859473083333334,28.946666666666665
11,25,2021-01-15T11:25:25Z,0.279,33.87663292166667,28.911666666666665
11,26,2021-01-15T11:26:25Z,0.29483333333333334,33.88485102666667,28.911666666666665
11,27,2021-01-15T11:27:25Z,0.2803333333333333,33.89799796,28.901666666666667
11,28,2021-01-15T11:28:25Z,0.2765,33.91076722,28.898333333333333
11,29,2021-01-15T11:29:25Z,0.2803333333333333,33.83545533333333,29.009999999999998
11,30,2021-01-15T11:30:25Z,0.2775,33.875071675,28.943333333333335
11,31,2021-01-15T11:31:25Z,0.26616666666666666,33.922484595,28.85333333333333
11,32,2021-01-15T11:32:25Z,0.26233333333333336,33.92901204,28.875
11,33,2021-01-15T11:33:25Z,0.2775,33.94783831666667,28.871666666666666
11,34,2021-01-15T11:34:25Z,0.277,33.95123698166667,28.88
11,35,2021-01-15T11:35:25Z,0.2748333333333334,33.935770875,28.881666666666668
11,36,2021-01-15T11:36:25Z,0.275,33.939606395,28.881666666666668
11,37,2021-01-15T11:37:25Z,0.2895,33.913419825,28.89
11,38,2021-01-15T11:38:25Z,0.2793333333333333,33.91869984,28.89333333333333
11,39,2021-01-15T11:39:25Z,0.26916666666666667,33.93331434666667,28.886666666666667
11,40,2021-01-15T11:40:25Z,0.28833333333333333,33.95430494833333,28.916666666666668
11,41,2021-01-15T11:41:25Z,0.27183333333333337,33.956725315,29.031666666666666
11,42,2021-01-15T11:42:25Z,0.26283333333333336,33.96467358833333,29.06
11,43,2021-01-15T11:43:25Z,0.28500000000000003,33.994569095,29.035
11,44,2021-01-15T11:44:25Z,0.2881666666666667,33.990572156666666,29.026666666666667
11,45,2021-01-15T11:45:25Z,0.26916666666666667,33.997816265,29.025000000000002
11,46,2021-01-15T11:46:25Z,0.2846666666666667,34.028035951666666,28.983333333333334
11,47,2021-01-15T11:47:25Z,0.31516666666666665,34.00814840666666,28.961666666666666
11,48,2021-01-15T11:48:25Z,0.277,33.99639242333333,28.943333333333335
11,49,2021-01-15T11:49:25Z,0.288,33.981434078333336,28.966666666666665
11,50,2021-01-15T11:50:25Z,0.301,33.95702376,28.981666666666666
11,51,2021-01-15T11:51:25Z,0.2836666666666667,33.960061511666666,28.986666666666665
11,52,2021-01-15T11:52:25Z,0.288,33.953789745,28.948333333333334
11,53,2021-01-15T11:53:25Z,0.30366666666666664,33.934279715,28.975
11,54,2021-01-15T11:54:25Z,0.29083333333333333,33.932456189999996,28.97833333333333
11,55,2021-01-15T11:55:25Z,0.30383333333333334,33.92650561833333,28.976666666666667
11,56,2021-01-15T11:56:25Z,0.30633333333333335,33.955878068333334,28.993333333333332
11,57,2021-01-15T11:57:25Z,0.3165,33.93119864,29.003333333333334
11,58,2021-01-15T11:58:25Z,0.31566666666666665,33.948489781666666,28.998333333333335
11,59,2021-01-15T11:59:25Z,0.30283333333333334,33.94164839,29.003333333333334
12,0,2021-01-15T12:00:25Z,0.32033333333333336,33.91328720833333,29.031666666666666
12,1,2021-01-15T12:01:25Z,0.31216666666666665,33.92746704666666,29.044999999999998
12,2,2021-01-15T12:02:25Z,0.2775,33.902727065,29.078333333333333
12,3,2021-01-15T12:03:25Z,0.31183333333333335,33.865571515,29.108333333333334
12,4,2021-01-15T12:04:25Z,0.30466666666666664,33.891893225,29.086666666666666
12,5,2021-01-15T12:05:25Z,0.301,33.907384175,29.073333333333334
12,6,2021-01-15T12:06:25Z,0.2835,33.947336521666664,29.066666666666666
12,7,2021-01-15T12:07:25Z,0.33516666666666667,33.934547826666666,29.103333333333335
12,8,2021-01-15T12:08:25Z,0.312,33.99925764166667,29.064999999999998
12,9,2021-01-15T12:09:25Z,0.30516666666666664,33.91936961,29.201666666666668
12,10,2021-01-15T12:10:25Z,0.31233333333333335,33.883604315,29.26
12,11,2021-01-15T12:11:25Z,0.30116666666666664,33.93622568666667,29.206666666666667
12,12,2021-01-15T12:12:25Z,0.31066666666666665,33.943525836666666,29.168333333333333
12,13,2021-01-15T12:13:25Z,0.31216666666666665,33.979071143333336,29.105
12,14,2021-01-15T12:14:25Z,0.32283333333333336,33.86596684833333,29.261666666666667
12,15,2021-01-15T12:15:25Z,0.33333333333333337,33.821972173333336,29.31
12,16,2021-01-15T12:16:25Z,0.32,33.82180962333334,29.301666666666666
12,17,2021-01-15T12:17:25Z,0.32233333333333336,33.792450718333335,29.331666666666667
12,18,2021-01-15T12:18:25Z,0.30816666666666664,33.79990961,29.336666666666666
12,19,2021-01-15T12:19:25Z,0.30983333333333335,33.780050935000006,29.351666666666667
12,20,2021-01-15T12:20:25Z,0.31383333333333335,33.787559494999996,29.343333333333334
12,21,2021-01-15T12:21:25Z,0.32366666666666666,33.73585713166667,29.371666666666666
12,22,2021-01-15T12:22:25Z,0.32716666666666666,33.757935018333335,29.38
12,23,2021-01-15T12:23:25Z,0.3045,33.81856185666667,29.313333333333333
12,24,2021-01-15T12:24:25Z,0.3115,33.879790121666666,29.24833333333333
12,25,2021-01-15T12:25:25Z,0.32033333333333336,33.92002696,29.188333333333333
12,26,2021-01-15T12:26:25Z,0.31483333333333335,33.945727840000004,29.136666666666667
12,27,2021-01-15T12:27:25Z,0.30433333333333334,33.82279152666666,29.376666666666665
12,28,2021-01-15T12:28:25Z,0.31733333333333336,33.832374048333335,29.433333333333334
12,29,2021-01-15T12:29:25Z,0.31516666666666665,33.87738619666666,29.41166666666667
12,30,2021-01-15T12:30:25Z,0.31433333333333335,33.82158518666667,29.46666666666667
12,31,2021-01-15T12:31:25Z,0.3328333333333333,33.839703675,29.416666666666668
12,32,2021-01-15T12:32:25Z,0.32133333333333336,33.838192811666666,29.426666666666666
12,33,2021-01-15T12:33:25Z,0.32366666666666666,33.85153928333333,29.398333333333333
12,34,2021-01-15T12:34:25Z,0.3305,33.76630701,29.475
12,35,2021-01-15T12:35:25Z,0.32066666666666666,33.75813437,29.511666666666667
12,36,2021-01-15T12:36:25Z,0.3285,33.771912201666666,29.485
12,37,2021-01-15T12:37:25Z,0.325,33.801245918333336,29.38
12,38,2021-01-15T12:38:25Z,0.33616666666666667,33.82186668833333,29.488333333333333
12,39,2021-01-15T12:39:25Z,0.3443333333333333,33.76062391833333,29.581666666666667
12,40,2021-01-15T12:40:25Z,0.32483333333333336,33.753865829999995,29.586666666666666
12,41,2021-01-15T12:41:25Z,0.3275,33.71865766333333,29.615000000000002
12,42,2021-01-15T12:42:25Z,0.37033333333333335,33.681874065,29.643333333333334
12,43,2021-01-15T12:43:25Z,0.32666666666666666,33.69419798,29.65
12,44,2021-01-15T12:44:25Z,0.33266666666666667,33.37758060833333,29.655
12,45,2021-01-15T12:45:25Z,0.35383333333333333,33.229364911666664,29.63
12,46,2021-01-15T12:46:25Z,0.3473333333333333,33.29721799,29.52166666666667
12,47,2021-01-15T12:47:25Z,0.3476666666666667,33.58519750333333,29.58
12,48,2021-01-15T12:48:25Z,0.3501666666666667,33.64371154166667,29.565
12,49,2021-01-15T12:49:25Z,0.33616666666666667,33.660825305,29.598333333333333
12,50,2021-01-15T12:50:25Z,0.37533333333333335,33.627612236666664,29.673333333333332
12,51,2021-01-15T12:51:25Z,0.3616666666666667,33.667473715,29.61
12,52,2021-01-15T12:52:25Z,0.367,33.617306703333334,29.738333333333333
12,53,2021-01-15T12:53:25Z,0.378,33.63083112333334,29.715
12,54,2021-01-15T12:54:25Z,0.3745,33.67043779833334,29.593333333333334
12,55,2021-01-15T12:55:25Z,0.33816666666666667,33.788537928333334,29.395
12,56,2021-01-15T12:56:25Z,0.3595,32.39295064,29.638333333333335
12,57,2021-01-15T12:57:25Z,0.37433333333333335,33.67228130666667,29.678333333333335
12,58,2021-01-15T12:58:25Z,0.3476666666666667,33.706289123333335,29.651666666666667
12,59,2021-01-15T12:59:25Z,0.36,33.68205690333333,29.666666666666664
13,0,2021-01-15T13:00:25Z,0.377,33.71239923333333,29.623333333333335
13,1,2021-01-15T13:01:25Z,0.33283333333333337,33.734021795,29.59
13,2,2021-01-15T13:02:25Z,0.36416666666666664,33.724741376666664,29.615
13,3,2021-01-15T13:03:25Z,0.38783333333333336,33.74322683333333,29.58
13,4,2021-01-15T13:04:25Z,0.3645,33.845772079999996,29.308333333333334
13,5,2021-01-15T13:05:25Z,0.36033333333333334,33.79732091666666,29.383333333333333
13,6,2021-01-15T13:06:25Z,0.38283333333333336,33.827095971666665,29.308333333333334
13,7,2021-01-15T13:07:25Z,0.378,33.864160246666664,29.22
13,8,2021-01-15T13:08:25Z,0.3535,33.85766608666667,29.218333333333334
13,9,2021-01-15T13:09:25Z,0.37366666666666665,33.87982796833333,29.168333333333333
13,10,2021-01-15T13:10:25Z,0.394,33.897041101666666,29.35666666666667
13,11,2021-01-15T13:11:25Z,0.36483333333333334,33.876672275000004,29.468333333333334
13,12,2021-01-15T13:12:25Z,0.3625,33.91400688833333,29.345
13,13,2021-01-15T13:13:25Z,0.4171666666666667,33.875986645,29.446666666666665
13,14,2021-01-15T13:14:25Z,0.37933333333333336,33.787530946666664,29.735
13,15,2021-01-15T13:15:25Z,0.3685,33.73066782833334,29.825
13,16,2021-01-15T13:16:25Z,0.3745,33.71002600833334,29.848333333333333
13,17,2021-01-15T13:17:25Z,0.39666666666666667,33.72824755833334,29.731666666666666
13,18,2021-01-15T13:18:25Z,0.37333333333333335,33.704005795,29.761666666666667
13,19,2021-01-15T13:19:25Z,0.368,33.666616624999996,29.778333333333332
13,20,2021-01-15T13:20:25Z,0.36983333333333335,33.665951193333335,29.755
13,21,2021-01-15T13:21:25Z,0.38266666666666665,33.69012006166667,29.58
13,22,2021-01-15T13:22:25Z,0.3745,33.70910758,29.596666666666668
13,23,2021-01-15T13:23:25Z,0.4058333333333333,33.712725576666664,29.525
13,24,2021-01-15T13:24:25Z,0.38066666666666665,28.914361105,29.59
13,25,2021-01-15T13:25:25Z,0.375,33.58910066,29.721666666666668
13,26,2021-01-15T13:26:25Z,0.3825,33.57732639,29.678333333333335
13,27,2021-01-15T13:27:25Z,0.39516666666666667,33.527547741666666,29.748333333333335
13,28,2021-01-15T13:28:25Z,0.36966666666666664,33.47394179166667,29.758333333333333
13,29,2021-01-15T13:29:25Z,0.38916666666666666,33.40426343833333,29.751666666666665
13,30,2021-01-15T13:30:25Z,0.37933333333333336,33.383257465,29.725
13,31,2021-01-15T13:31:25Z,0.38266666666666665,33.329727775,29.778333333333332
13,32,2021-01-15T13:32:25Z,0.4036666666666667,33.26944674166667,29.79
13,33,2021-01-15T13:33:25Z,0.42083333333333334,33.24809197,29.775
13,34,2021-01-15T13:34:25Z,0.3646666666666667,33.18801848,29.776666666666667
13,35,2021-01-15T13:35:25Z,0.41133333333333333,33.13754024833333,29.77
13,36,2021-01-15T13:36:25Z,0.4245,33.057605503333335,29.816666666666666
13,37,2021-01-15T13:37:25Z,0.37466666666666665,33.00803392333333,29.798333333333332
13,38,2021-01-15T13:38:25Z,0.37833333333333335,32.97642596166666,29.74
13,39,2021-01-15T13:39:25Z,0.4073333333333333,32.90142075,29.775
13,40,2021-01-15T13:40:25Z,0.3845,33.695252438333334,29.953333333333333
13,41,2021-01-15T13:41:25Z,0.3813333333333333,33.593555296666665,30.22833333333333
13,42,2021-01-15T13:42:25Z,0.40149999999999997,33.50330767333333,30.431666666666665
13,43,2021-01-15T13:43:25Z,0.40149999999999997,33.431232965,30.643333333333334
13,44,2021-01-15T13:44:25Z,0.38933333333333336,33.292397825,31.043333333333333
13,45,2021-01-15T13:45:25Z,0.4091666666666667,33.21385802166667,31.196666666666665
13,46,2021-01-15T13:46:25Z,0.39916666666666667,33.11479267666667,31.4
13,47,2021-01-15T13:47:25Z,0.39,33.01407942833333,31.486666666666668
13,48,2021-01-15T13:48:25Z,0.3815,32.74968727833333,31.573333333333334
13,49,2021-01-15T13:49:25Z,0.4115,32.52500580833333,31.843333333333334
13,50,2021-01-15T13:50:25Z,0.38416666666666666,32.514585178333334,31.831666666666667
13,51,2021-01-15T13:51:25Z,0.38583333333333336,32.46686672833333,31.861666666666668
13,52,2021-01-15T13:52:15Z,0.42925,32.408576690000004,31.93
